question,query
Who wrote mobile suit gundam ms igloo?,SELECT DISTINCT var_uri where brack_open dbr_Mobile_Suit_Gundam_MS_IGLOO dbo_writer var_uri brack_close
Who wrote the light and darkness war?,SELECT DISTINCT var_uri where brack_open dbr_The_Light_and_Darkness_War dbo_writer var_uri brack_close
Who wrote sugar and spike?,SELECT DISTINCT var_uri where brack_open dbr_Sugar_and_Spike dbo_writer var_uri brack_close
Who wrote jenny sparks: the secret history of the authority?,SELECT DISTINCT var_uri where brack_open dbr_Jenny_Sparks:_The_Secret_History_of_the_Authority dbo_writer var_uri brack_close
Who wrote banzai girl?,SELECT DISTINCT var_uri where brack_open dbr_Banzai_Girl dbo_writer var_uri brack_close
Who wrote sim-feng shui?,SELECT DISTINCT var_uri where brack_open dbr_Sim-Feng_Shui dbo_writer var_uri brack_close
Who wrote american vampire?,SELECT DISTINCT var_uri where brack_open dbr_American_Vampire dbo_writer var_uri brack_close
Who wrote hawkeye & mockingbird?,SELECT DISTINCT var_uri where brack_open dbr_Hawkeye_&_Mockingbird dbo_writer var_uri brack_close
Who wrote whiteout?,SELECT DISTINCT var_uri where brack_open dbr_Whiteout_(Oni_Press) dbo_writer var_uri brack_close
Who wrote ehmm theory?,SELECT DISTINCT var_uri where brack_open dbr_Ehmm_Theory dbo_writer var_uri brack_close
Who wrote casper and the spectrals?,SELECT DISTINCT var_uri where brack_open dbr_Casper_and_the_Spectrals dbo_writer var_uri brack_close
Who wrote the infinity gauntlet?,SELECT DISTINCT var_uri where brack_open dbr_The_Infinity_Gauntlet dbo_writer var_uri brack_close
Who wrote sonic universe?,SELECT DISTINCT var_uri where brack_open dbr_Sonic_Universe dbo_writer var_uri brack_close
Who wrote bubblegum crisis tokyo 2040?,SELECT DISTINCT var_uri where brack_open dbr_Bubblegum_Crisis_Tokyo_2040 dbo_writer var_uri brack_close
Who wrote batman: gotham knights?,SELECT DISTINCT var_uri where brack_open dbr_Batman:_Gotham_Knights dbo_writer var_uri brack_close
Who wrote the ford road show featuring bing crosby?,SELECT DISTINCT var_uri where brack_open dbr_The_Ford_Road_Show_Featuring_Bing_Crosby dbo_writer var_uri brack_close
Who wrote the adventures of the elektronic?,SELECT DISTINCT var_uri where brack_open dbr_The_Adventures_of_the_Elektronic dbo_writer var_uri brack_close
Who wrote l.a.w.?,SELECT DISTINCT var_uri where brack_open dbr_L.A.W._(comics) dbo_writer var_uri brack_close
Who wrote my daddy long legs?,SELECT DISTINCT var_uri where brack_open dbr_My_Daddy_Long_Legs dbo_writer var_uri brack_close
Who wrote noble causes?,SELECT DISTINCT var_uri where brack_open dbr_Noble_Causes dbo_writer var_uri brack_close
Who wrote active raid?,SELECT DISTINCT var_uri where brack_open dbr_Active_Raid dbo_writer var_uri brack_close
Who wrote venom: lethal protector?,SELECT DISTINCT var_uri where brack_open dbr_Venom:_Lethal_Protector dbo_writer var_uri brack_close
Who wrote low?,SELECT DISTINCT var_uri where brack_open dbr_Low_(comics) dbo_writer var_uri brack_close
Who wrote the marquis?,SELECT DISTINCT var_uri where brack_open dbr_The_Marquis_(comics) dbo_writer var_uri brack_close
Who wrote persona: trinity soul?,SELECT DISTINCT var_uri where brack_open dbr_Persona:_Trinity_Soul dbo_writer var_uri brack_close
Who wrote lies my mother told me?,SELECT DISTINCT var_uri where brack_open dbr_Lies_My_Mother_Told_Me dbo_writer var_uri brack_close
Who wrote shanghai 1937?,SELECT DISTINCT var_uri where brack_open dbr_Shanghai_1937 dbo_writer var_uri brack_close
Who wrote the spire?,SELECT DISTINCT var_uri where brack_open dbr_The_Spire_(comics) dbo_writer var_uri brack_close
Who wrote a christmas sing with bing?,SELECT DISTINCT var_uri where brack_open dbr_A_Christmas_Sing_with_Bing_(1955–1962) dbo_writer var_uri brack_close
Who wrote bosco adventure?,SELECT DISTINCT var_uri where brack_open dbr_Bosco_Adventure dbo_writer var_uri brack_close
Who wrote archie?,SELECT DISTINCT var_uri where brack_open dbr_Archie_(comic_book) dbo_writer var_uri brack_close
Who wrote american splendor?,SELECT DISTINCT var_uri where brack_open dbr_American_Splendor dbo_writer var_uri brack_close
Who wrote karol: the pope?,"SELECT DISTINCT var_uri where brack_open dbr_Karol:_The_Pope,_The_Man dbo_writer var_uri brack_close"
Who wrote dmz?,SELECT DISTINCT var_uri where brack_open dbr_DMZ_(comics) dbo_writer var_uri brack_close
Who wrote the unwritten?,SELECT DISTINCT var_uri where brack_open dbr_The_Unwritten dbo_writer var_uri brack_close
Who wrote takio?,SELECT DISTINCT var_uri where brack_open dbr_Takio dbo_writer var_uri brack_close
Who wrote peter parker: spider-man?,SELECT DISTINCT var_uri where brack_open dbr_Peter_Parker:_Spider-Man dbo_writer var_uri brack_close
Who wrote robby the rascal?,SELECT DISTINCT var_uri where brack_open dbr_Robby_the_Rascal dbo_writer var_uri brack_close
Who wrote infinity abyss?,SELECT DISTINCT var_uri where brack_open dbr_Infinity_Abyss dbo_writer var_uri brack_close
Who wrote rebuild of evangelion?,SELECT DISTINCT var_uri where brack_open dbr_Rebuild_of_Evangelion dbo_writer var_uri brack_close
Who wrote lucky stars?,SELECT DISTINCT var_uri where brack_open dbr_Lucky_Stars dbo_writer var_uri brack_close
Who wrote mind mgmt?,SELECT DISTINCT var_uri where brack_open dbr_MIND_MGMT dbo_writer var_uri brack_close
Who wrote outcasts?,SELECT DISTINCT var_uri where brack_open dbr_Outcasts_(DC_Comics) dbo_writer var_uri brack_close
Who wrote the life and times of savior 28?,SELECT DISTINCT var_uri where brack_open dbr_The_Life_and_Times_of_Savior_28 dbo_writer var_uri brack_close
Who wrote superman: secret origin?,SELECT DISTINCT var_uri where brack_open dbr_Superman:_Secret_Origin dbo_writer var_uri brack_close
Who wrote the liberty project?,SELECT DISTINCT var_uri where brack_open dbr_The_Liberty_Project dbo_writer var_uri brack_close
Who wrote burst angel?,SELECT DISTINCT var_uri where brack_open dbr_Burst_Angel dbo_writer var_uri brack_close
Who wrote fairest?,SELECT DISTINCT var_uri where brack_open dbr_Fairest_(comics) dbo_writer var_uri brack_close
Who wrote gaiking?,SELECT DISTINCT var_uri where brack_open dbr_Gaiking dbo_writer var_uri brack_close
Who wrote the ultimates 2?,SELECT DISTINCT var_uri where brack_open dbr_The_Ultimates_2 dbo_writer var_uri brack_close
Who wrote mad max: fury road?,SELECT DISTINCT var_uri where brack_open dbr_Mad_Max:_Fury_Road_(comic_book) dbo_writer var_uri brack_close
Who wrote american virgin?,SELECT DISTINCT var_uri where brack_open dbr_American_Virgin_(comics) dbo_writer var_uri brack_close
Who wrote the night the animals talked?,SELECT DISTINCT var_uri where brack_open dbr_The_Night_the_Animals_Talked dbo_writer var_uri brack_close
Who wrote doctor who: the adventure games?,SELECT DISTINCT var_uri where brack_open dbr_Doctor_Who:_The_Adventure_Games dbo_writer var_uri brack_close
Who wrote daytripper?,SELECT DISTINCT var_uri where brack_open dbr_Daytripper_(DC_Comics) dbo_writer var_uri brack_close
Who wrote living with the enemy?,SELECT DISTINCT var_uri where brack_open dbr_Living_with_the_Enemy_(radio_programme) dbo_writer var_uri brack_close
Who wrote avengers a.i.?,SELECT DISTINCT var_uri where brack_open dbr_Avengers_A.I sep_dot dbo_writer var_uri brack_close
Who wrote cla$$war?,SELECT DISTINCT var_uri where brack_open dbr_Cla$$war dbo_writer var_uri brack_close
Who wrote they saved hitler's brain?,SELECT DISTINCT var_uri where brack_open dbr_They_Saved_Hitler's_Brain dbo_writer var_uri brack_close
Who wrote spider-man and the x-men?,SELECT DISTINCT var_uri where brack_open dbr_Spider-Man_and_the_X-Men dbo_writer var_uri brack_close
Who wrote bigipedia?,SELECT DISTINCT var_uri where brack_open dbr_Bigipedia dbo_writer var_uri brack_close
Who wrote magical girl pretty sammy?,SELECT DISTINCT var_uri where brack_open dbr_Magical_Girl_Pretty_Sammy dbo_writer var_uri brack_close
Who wrote silverblade?,SELECT DISTINCT var_uri where brack_open dbr_Silverblade dbo_writer var_uri brack_close
Who wrote dynamo joe?,SELECT DISTINCT var_uri where brack_open dbr_Dynamo_Joe dbo_writer var_uri brack_close
Who wrote idol densetsu eriko?,SELECT DISTINCT var_uri where brack_open dbr_Idol_Densetsu_Eriko dbo_writer var_uri brack_close
Who wrote 1963?,SELECT DISTINCT var_uri where brack_open dbr_1963_(comics) dbo_writer var_uri brack_close
Who wrote anna mercury?,SELECT DISTINCT var_uri where brack_open dbr_Anna_Mercury dbo_writer var_uri brack_close
Who wrote welcome to tranquility?,SELECT DISTINCT var_uri where brack_open dbr_Welcome_to_Tranquility dbo_writer var_uri brack_close
Who wrote uncanny x-force?,SELECT DISTINCT var_uri where brack_open dbr_Uncanny_X-Force dbo_writer var_uri brack_close
Who wrote fafner in the azure?,SELECT DISTINCT var_uri where brack_open dbr_Fafner_in_the_Azure dbo_writer var_uri brack_close
Who wrote primortals?,SELECT DISTINCT var_uri where brack_open dbr_Primortals dbo_writer var_uri brack_close
Who wrote doktor sleepless?,SELECT DISTINCT var_uri where brack_open dbr_Doktor_Sleepless dbo_writer var_uri brack_close
Who wrote gravion?,SELECT DISTINCT var_uri where brack_open dbr_Gravion dbo_writer var_uri brack_close
Who wrote sibylline?,SELECT DISTINCT var_uri where brack_open dbr_Sibylline dbo_writer var_uri brack_close
Who wrote mobile suit victory gundam?,SELECT DISTINCT var_uri where brack_open dbr_Mobile_Suit_Victory_Gundam dbo_writer var_uri brack_close
Who wrote blackstone?,"SELECT DISTINCT var_uri where brack_open dbr_Blackstone,_the_Magic_Detective dbo_writer var_uri brack_close"
Who wrote scott pilgrim?,SELECT DISTINCT var_uri where brack_open dbr_Scott_Pilgrim dbo_writer var_uri brack_close
Who wrote the marvelous land of oz?,SELECT DISTINCT var_uri where brack_open dbr_The_Marvelous_Land_of_Oz_(comics) dbo_writer var_uri brack_close
Who wrote the mysterious cities of gold?,SELECT DISTINCT var_uri where brack_open dbr_The_Mysterious_Cities_of_Gold dbo_writer var_uri brack_close
Who wrote the one?,SELECT DISTINCT var_uri where brack_open dbr_The_One_(comics) dbo_writer var_uri brack_close
Who wrote witches?,SELECT DISTINCT var_uri where brack_open dbr_Witches_(Marvel_Comics) dbo_writer var_uri brack_close
Who wrote superman: world of new krypton?,SELECT DISTINCT var_uri where brack_open dbr_Superman:_World_of_New_Krypton dbo_writer var_uri brack_close
Who wrote loose change?,SELECT DISTINCT var_uri where brack_open dbr_Loose_Change dbo_writer var_uri brack_close
Who wrote blake and mortimer?,SELECT DISTINCT var_uri where brack_open dbr_Blake_and_Mortimer dbo_writer var_uri brack_close
Who wrote ultimate comics: iron man?,SELECT DISTINCT var_uri where brack_open dbr_Ultimate_Comics:_Iron_Man dbo_writer var_uri brack_close
Who wrote the programme?,SELECT DISTINCT var_uri where brack_open dbr_The_Programme dbo_writer var_uri brack_close
Who wrote futakoi alternative?,SELECT DISTINCT var_uri where brack_open dbr_Futakoi_Alternative dbo_writer var_uri brack_close
Who wrote the adventures of hutch the honeybee?,SELECT DISTINCT var_uri where brack_open dbr_The_Adventures_of_Hutch_the_Honeybee dbo_writer var_uri brack_close
Who wrote earthsearch?,SELECT DISTINCT var_uri where brack_open dbr_Earthsearch dbo_writer var_uri brack_close
Who wrote ginga hyōryū vifam?,SELECT DISTINCT var_uri where brack_open dbr_Ginga_Hyōryū_Vifam dbo_writer var_uri brack_close
Who wrote northlanders?,SELECT DISTINCT var_uri where brack_open dbr_Northlanders dbo_writer var_uri brack_close
Who wrote orc stain?,SELECT DISTINCT var_uri where brack_open dbr_Orc_Stain dbo_writer var_uri brack_close
Who wrote countdown to final crisis?,SELECT DISTINCT var_uri where brack_open dbr_Countdown_to_Final_Crisis dbo_writer var_uri brack_close
Who wrote top 10?,SELECT DISTINCT var_uri where brack_open dbr_Top_10_(comics) dbo_writer var_uri brack_close
Who wrote the twilight saga?,SELECT DISTINCT var_uri where brack_open dbr_The_Twilight_Saga_(film_series) dbo_writer var_uri brack_close
Who wrote the witching?,SELECT DISTINCT var_uri where brack_open dbr_The_Witching dbo_writer var_uri brack_close
Who wrote marvel 1602: fantastick four?,SELECT DISTINCT var_uri where brack_open dbr_Marvel_1602:_Fantastick_Four dbo_writer var_uri brack_close
Who wrote the second stage turbine blade?,SELECT DISTINCT var_uri where brack_open dbr_The_Second_Stage_Turbine_Blade_(comics) dbo_writer var_uri brack_close
Who wrote after thomas?,SELECT DISTINCT var_uri where brack_open dbr_After_Thomas dbo_writer var_uri brack_close
Who wrote trident?,SELECT DISTINCT var_uri where brack_open dbr_Trident_(UK_comics) dbo_writer var_uri brack_close
Who wrote chlorophylle?,SELECT DISTINCT var_uri where brack_open dbr_Chlorophylle dbo_writer var_uri brack_close
Who wrote tales of the zombie?,SELECT DISTINCT var_uri where brack_open dbr_Tales_of_the_Zombie dbo_writer var_uri brack_close
Who wrote batman and robin?,SELECT DISTINCT var_uri where brack_open dbr_Batman_and_Robin_(comic_book) dbo_writer var_uri brack_close
Who wrote mobile suit gundam: the 08th ms team?,SELECT DISTINCT var_uri where brack_open dbr_Mobile_Suit_Gundam:_The_08th_MS_Team dbo_writer var_uri brack_close
Who wrote spider-woman?,SELECT DISTINCT var_uri where brack_open dbr_Spider-Woman_(2009_series) dbo_writer var_uri brack_close
Who wrote suspense?,SELECT DISTINCT var_uri where brack_open dbr_Suspense_(radio_drama) dbo_writer var_uri brack_close
Who wrote action man?,SELECT DISTINCT var_uri where brack_open dbr_Action_Man_(comics) dbo_writer var_uri brack_close
Who wrote avengers undercover?,SELECT DISTINCT var_uri where brack_open dbr_Avengers_Undercover dbo_writer var_uri brack_close
Who wrote romeo's blue skies?,SELECT DISTINCT var_uri where brack_open dbr_Romeo's_Blue_Skies dbo_writer var_uri brack_close
Who wrote the ultimates 3?,SELECT DISTINCT var_uri where brack_open dbr_The_Ultimates_3 dbo_writer var_uri brack_close
Who wrote sojourn?,SELECT DISTINCT var_uri where brack_open dbr_Sojourn_(comics) dbo_writer var_uri brack_close
Who wrote the museum of everything?,SELECT DISTINCT var_uri where brack_open dbr_The_Museum_of_Everything dbo_writer var_uri brack_close
Who wrote blaze of glory: the last ride of the western heroes?,SELECT DISTINCT var_uri where brack_open dbr_Blaze_of_Glory:_The_Last_Ride_of_the_Western_Heroes dbo_writer var_uri brack_close
Who wrote all costs paid?,SELECT DISTINCT var_uri where brack_open dbr_All_Costs_Paid dbo_writer var_uri brack_close
Who wrote being jewish in france?,SELECT DISTINCT var_uri where brack_open dbr_Being_Jewish_in_France dbo_writer var_uri brack_close
Who wrote ghost rider 2099?,SELECT DISTINCT var_uri where brack_open dbr_Ghost_Rider_2099 dbo_writer var_uri brack_close
Who wrote damnation crusade?,SELECT DISTINCT var_uri where brack_open dbr_Damnation_Crusade dbo_writer var_uri brack_close
Who wrote goshogun?,SELECT DISTINCT var_uri where brack_open dbr_GoShogun dbo_writer var_uri brack_close
Who wrote overman king gainer?,SELECT DISTINCT var_uri where brack_open dbr_Overman_King_Gainer dbo_writer var_uri brack_close
Who wrote brezhnev?,SELECT DISTINCT var_uri where brack_open dbr_Brezhnev_(film) dbo_writer var_uri brack_close
Who wrote alex + ada?,SELECT DISTINCT var_uri where brack_open dbr_Alex_+_Ada dbo_writer var_uri brack_close
Who wrote wildsiderz?,SELECT DISTINCT var_uri where brack_open dbr_Wildsiderz dbo_writer var_uri brack_close
Who wrote origin?,SELECT DISTINCT var_uri where brack_open dbr_Origin_(comics) dbo_writer var_uri brack_close
Who wrote the complete peanuts?,SELECT DISTINCT var_uri where brack_open dbr_The_Complete_Peanuts dbo_writer var_uri brack_close
Who wrote outlaw nation?,SELECT DISTINCT var_uri where brack_open dbr_Outlaw_Nation dbo_writer var_uri brack_close
Who wrote marvel saga?,SELECT DISTINCT var_uri where brack_open dbr_Marvel_Saga dbo_writer var_uri brack_close
Who wrote the humans?,SELECT DISTINCT var_uri where brack_open dbr_The_Humans_(comic) dbo_writer var_uri brack_close
Who wrote the sensational spider-man?,SELECT DISTINCT var_uri where brack_open dbr_The_Sensational_Spider-Man dbo_writer var_uri brack_close
Who wrote pappa polis?,SELECT DISTINCT var_uri where brack_open dbr_Pappa_polis_(TV_series) dbo_writer var_uri brack_close
Who wrote savage sword of conan?,SELECT DISTINCT var_uri where brack_open dbr_Savage_Sword_of_Conan dbo_writer var_uri brack_close
Who wrote harrow county?,SELECT DISTINCT var_uri where brack_open dbr_Harrow_County dbo_writer var_uri brack_close
Who wrote angel tales?,SELECT DISTINCT var_uri where brack_open dbr_Angel_Tales dbo_writer var_uri brack_close
Who wrote glass fleet?,SELECT DISTINCT var_uri where brack_open dbr_Glass_Fleet dbo_writer var_uri brack_close
Who wrote mary poppins?,"SELECT DISTINCT var_uri where brack_open dbr_Mary_Poppins,_Goodbye dbo_writer var_uri brack_close"
Who wrote pretty?,"SELECT DISTINCT var_uri where brack_open dbr_Pretty,_Baby,_Machine dbo_writer var_uri brack_close"
Who wrote pecos bill?,SELECT DISTINCT var_uri where brack_open dbr_Pecos_Bill_(comics) dbo_writer var_uri brack_close
Who wrote superman & bugs bunny?,SELECT DISTINCT var_uri where brack_open dbr_Superman_&_Bugs_Bunny dbo_writer var_uri brack_close
Who wrote kasalavu nesam?,SELECT DISTINCT var_uri where brack_open dbr_Kasalavu_Nesam dbo_writer var_uri brack_close
Who wrote piano: the melody of a young girl's heart?,SELECT DISTINCT var_uri where brack_open dbr_Piano:_The_Melody_of_a_Young_Girl's_Heart dbo_writer var_uri brack_close
Who wrote teddy and the yeti?,SELECT DISTINCT var_uri where brack_open dbr_Teddy_and_the_Yeti dbo_writer var_uri brack_close
Who wrote superman: earth one?,SELECT DISTINCT var_uri where brack_open dbr_Superman:_Earth_One dbo_writer var_uri brack_close
Who wrote the brave express might gaine?,SELECT DISTINCT var_uri where brack_open dbr_The_Brave_Express_Might_Gaine dbo_writer var_uri brack_close
Who wrote yatterman?,SELECT DISTINCT var_uri where brack_open dbr_Yatterman dbo_writer var_uri brack_close
Who wrote sigil?,SELECT DISTINCT var_uri where brack_open dbr_Sigil_(comics) dbo_writer var_uri brack_close
Who wrote ninja scroll: the series?,SELECT DISTINCT var_uri where brack_open dbr_Ninja_Scroll:_The_Series dbo_writer var_uri brack_close
Who wrote the thorn birds: the missing years?,SELECT DISTINCT var_uri where brack_open dbr_The_Thorn_Birds:_The_Missing_Years dbo_writer var_uri brack_close
Who wrote green arrow and black canary?,SELECT DISTINCT var_uri where brack_open dbr_Green_Arrow_and_Black_Canary dbo_writer var_uri brack_close
Who wrote the dark tower: the gunslinger born?,SELECT DISTINCT var_uri where brack_open dbr_The_Dark_Tower:_The_Gunslinger_Born dbo_writer var_uri brack_close
Who wrote 2099: world of tomorrow?,SELECT DISTINCT var_uri where brack_open dbr_2099:_World_of_Tomorrow dbo_writer var_uri brack_close
Who wrote cages?,SELECT DISTINCT var_uri where brack_open dbr_Cages_(comics) dbo_writer var_uri brack_close
Who wrote element hunters?,SELECT DISTINCT var_uri where brack_open dbr_Element_Hunters dbo_writer var_uri brack_close
Who wrote superman vol. 2?,SELECT DISTINCT var_uri where brack_open dbr_Superman_vol._2 dbo_writer var_uri brack_close
Who wrote lupin the third: the woman called fujiko mine?,SELECT DISTINCT var_uri where brack_open dbr_Lupin_the_Third:_The_Woman_Called_Fujiko_Mine dbo_writer var_uri brack_close
Who wrote x-men: deadly genesis?,SELECT DISTINCT var_uri where brack_open dbr_X-Men:_Deadly_Genesis dbo_writer var_uri brack_close
Who wrote fray?,SELECT DISTINCT var_uri where brack_open dbr_Fray_(comics) dbo_writer var_uri brack_close
Who wrote rowans ruin?,SELECT DISTINCT var_uri where brack_open dbr_Rowans_Ruin dbo_writer var_uri brack_close
Who wrote nyx?,SELECT DISTINCT var_uri where brack_open dbr_NYX_(comics) dbo_writer var_uri brack_close
Who wrote spider-man: blue?,SELECT DISTINCT var_uri where brack_open dbr_Spider-Man:_Blue dbo_writer var_uri brack_close
Who wrote the transformers: revelation?,SELECT DISTINCT var_uri where brack_open dbr_The_Transformers:_Revelation dbo_writer var_uri brack_close
Who wrote kujibiki unbalance?,SELECT DISTINCT var_uri where brack_open dbr_Kujibiki_Unbalance_(2006_series) dbo_writer var_uri brack_close
Who wrote promethea?,SELECT DISTINCT var_uri where brack_open dbr_Promethea dbo_writer var_uri brack_close
Who wrote idol project?,SELECT DISTINCT var_uri where brack_open dbr_Idol_Project dbo_writer var_uri brack_close
Who wrote superman: war of the supermen?,SELECT DISTINCT var_uri where brack_open dbr_Superman:_War_of_the_Supermen dbo_writer var_uri brack_close
Who wrote ayakashi: samurai horror tales?,SELECT DISTINCT var_uri where brack_open dbr_Ayakashi:_Samurai_Horror_Tales dbo_writer var_uri brack_close
Who wrote todd?,"SELECT DISTINCT var_uri where brack_open dbr_Todd,_The_Ugliest_Kid_on_Earth dbo_writer var_uri brack_close"
Who wrote vampiyan kids?,SELECT DISTINCT var_uri where brack_open dbr_Vampiyan_Kids dbo_writer var_uri brack_close
Who wrote starzinger?,SELECT DISTINCT var_uri where brack_open dbr_Starzinger dbo_writer var_uri brack_close
Who wrote mexico trilogy?,SELECT DISTINCT var_uri where brack_open dbr_Mexico_Trilogy dbo_writer var_uri brack_close
Who wrote the grimoire?,SELECT DISTINCT var_uri where brack_open dbr_The_Grimoire dbo_writer var_uri brack_close
Who wrote ultimate fantastic four?,SELECT DISTINCT var_uri where brack_open dbr_Ultimate_Fantastic_Four dbo_writer var_uri brack_close
Who wrote cbi?,SELECT DISTINCT var_uri where brack_open dbr_CBI_(film_series) dbo_writer var_uri brack_close
Who wrote the sabata trilogy?,SELECT DISTINCT var_uri where brack_open dbr_The_Sabata_Trilogy dbo_writer var_uri brack_close
Who wrote section zero?,SELECT DISTINCT var_uri where brack_open dbr_Section_Zero dbo_writer var_uri brack_close
Who wrote storm?,SELECT DISTINCT var_uri where brack_open dbr_Storm_(Don_Lawrence) dbo_writer var_uri brack_close
Who wrote full-blast science adventure – so that's how it is?,SELECT DISTINCT var_uri where brack_open dbr_Full-Blast_Science_Adventure_–_So_That's_How_It_Is dbo_writer var_uri brack_close
Who wrote the manhattan projects?,SELECT DISTINCT var_uri where brack_open dbr_The_Manhattan_Projects dbo_writer var_uri brack_close
Who wrote nowhere men?,SELECT DISTINCT var_uri where brack_open dbr_Nowhere_Men dbo_writer var_uri brack_close
Who wrote marshal law?,SELECT DISTINCT var_uri where brack_open dbr_Marshal_Law_(comics) dbo_writer var_uri brack_close
Who wrote el gato negro?,SELECT DISTINCT var_uri where brack_open dbr_El_Gato_Negro_(comic_book) dbo_writer var_uri brack_close
Who wrote wakusei robo danguard ace?,SELECT DISTINCT var_uri where brack_open dbr_Wakusei_Robo_Danguard_Ace dbo_writer var_uri brack_close
Who wrote super doll licca-chan?,SELECT DISTINCT var_uri where brack_open dbr_Super_Doll_Licca-chan dbo_writer var_uri brack_close
Who wrote casshan?,SELECT DISTINCT var_uri where brack_open dbr_Casshan dbo_writer var_uri brack_close
Who wrote queenie?,SELECT DISTINCT var_uri where brack_open dbr_Queenie_(miniseries) dbo_writer var_uri brack_close
Who wrote cube?,SELECT DISTINCT var_uri where brack_open dbr_Cube_(film_series) dbo_writer var_uri brack_close
Who wrote bumbardai?,SELECT DISTINCT var_uri where brack_open dbr_Bumbardai dbo_writer var_uri brack_close
Who wrote time of eve?,SELECT DISTINCT var_uri where brack_open dbr_Time_of_Eve dbo_writer var_uri brack_close
Who wrote genesis survivor gaiarth?,SELECT DISTINCT var_uri where brack_open dbr_Genesis_Survivor_Gaiarth dbo_writer var_uri brack_close
Who wrote mobile suit gundam seed destiny?,SELECT DISTINCT var_uri where brack_open dbr_Mobile_Suit_Gundam_SEED_Destiny dbo_writer var_uri brack_close
Who wrote gargoyles?,SELECT DISTINCT var_uri where brack_open dbr_Gargoyles_(comics) dbo_writer var_uri brack_close
Who wrote cori?,"SELECT DISTINCT var_uri where brack_open dbr_Cori,_de_Scheepsjongen dbo_writer var_uri brack_close"
Who wrote quick & flupke?,SELECT DISTINCT var_uri where brack_open dbr_Quick_&_Flupke dbo_writer var_uri brack_close
Who wrote viking?,SELECT DISTINCT var_uri where brack_open dbr_Viking_(comics) dbo_writer var_uri brack_close
Who wrote green lantern: new guardians?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Green_Lantern:_New_Guardians sep_dot var_uri a dbo_Writer brack_close
