Wieviel hat der <A> gekostet?,SELECT DISTINCT var_n WHERE brack_open <A> dbo_budget var_n brack_close
Wer hat die Musik für <A> komponiert?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_music var_uri brack_close
Liste alle Episoden der ersten Staffel der <A> auf.,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_series <A> ; dbp_season 1 brack_close
Welche Stadt hat die wenigsten Einwohner?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_City ; dbo_populationTotal var_pop brack_close ORDER BY ASC(var_pop) OFFSET 0 LIMIT 1
Wo liegt <A> begraben?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_restingPlace var_uri brack_close
Spielt <A> für <B>?,ASK WHERE brack_open <A> dbo_team <B> brack_close
Wer schrieb das Buch <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_author var_uri brack_close
Haben <A> und <B> dieselben Eltern?,"ASK WHERE brack_open <A> dbo_parent var_x sep_dot <B> dbo_parent var_x brack_close"
Wer war der Doktorvater von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_doctoralAdvisor var_uri brack_close
Hat <A> mehr Episoden als <A> of Thrones?,ASK WHERE brack_open <A> dbo_numberOfEpisodes var_x sep_dot <A>>_of_Thrones dbo_numberOfEpisodes var_y FILTER ( var_x  var_y ) brack_close
Wer hat <A> inspiriert?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_training var_uri brack_close
Wieviel hat <A> gekostet?,SELECT DISTINCT var_n WHERE brack_open <A> dbo_budget var_n brack_close
Ist <A> ein Protein?,ASK WHERE brack_open <A> rdf_type dbo_Protein brack_close
Welche Unternehmen wurden 1950 gegründet?,"SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Organisation brack_open var_uri dbo_formationYear var_date brack_close UNION brack_open var_uri dbo_foundingYear var_date brack_close UNION brack_open var_uri dbp_foundation var_date brack_close UNION brack_open var_uri dbp_formation var_date brack_close FILTER regex(var_date, ""^1950"") brack_close"
Wer hat den Comic <A> erfunden?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_creator var_uri brack_close
Gib mir alle <A>-14-Astronauten.,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_mission <A>>_14 brack_close
Wer schrieb das Buch <A>? ,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_author var_uri brack_close
Welche Raumflüge sind von <A> gestartet?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbp_launchPad <A>>_Cosmodrome brack_close
"Gib mit eine Liste aller Trompeter, die <A> waren.",SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_occupation <A> ; dbo_instrument dbr_Trumpet brack_close
Welche US-Bundesstaaten liegen in derselben Zeitzone wie <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_timezone var_x sep_dot var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_timezone var_x FILTER ( var_uri != <A> ) brack_close
In welchen US-Staaten gibt es Goldvorkommen?,"SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type yago_WikicatStatesOfTheUnitedStates ; dbp_mineral var_mineral FILTER regex(var_mineral, ""gold"", ""i"") brack_close"
Wer ist das Strom Bundes Minister von Finanzen im Deutschland? ,SELECT var_leader WHERE brack_open dbr_Federal_Ministry_of_Finance_(Germany) dbo_leader var_leader brack_close
In welchem Land liegt <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_country var_uri brack_close
Wer hat <A> in Breaking Bad gespielt?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_portrayer var_uri brack_close
In welchem Land entspringt der <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_mouthPlace var_uri brack_close
Im welche Zustand Penn Zustand Universität ist gelegen? ,SELECT var_s WHERE brack_open dbr_Pennsylvania_State_University dbo_state var_s brack_close
Was ist das größte Stadion in <A>?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Stadium ; dbo_location <A> ; dbo_seatingCapacity var_n brack_close ORDER BY DESC(var_n) OFFSET 0 LIMIT 1
Wer ist der Trainer von <A> Eishockeymannschaft?,SELECT DISTINCT var_uri WHERE brack_open var_x dbo_city <A> ; dbo_league dbr_Turkish_Ice_Hockey_First_League ; dbo_coach var_uri brack_close
Wie groß ist das Bereich von <A>? ,SELECT var_area WHERE brack_open <A> dbo_area var_area brack_close
Wer hat <A> erfunden?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_creator var_uri brack_close
War <A> verheiratet?,ASK WHERE brack_open <A> dbo_spouse var_uri brack_close
Wer sind die Entwickler von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_developer var_uri brack_close
"Gib mir alle Filme, bei denen <A> Regie geführt hat.",SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Film ; dbo_director <A> brack_close
Sind Laubfrösche Amphibien?,ASK WHERE brack_open dbr_Hylidae dbo_class dbr_Amphibian brack_close
Wo ist der <A>?,SELECT var_uri WHERE brack_open <A> dbo_location var_uri brack_close
Wie viel ist das Elevation von <A> ? ,SELECT var_ele WHERE brack_open <A> dbo_elevation var_ele brack_close LIMIT 1
Wie viel ist das Population von <A> ? ,SELECT var_Mexico_City WHERE brack_open <A> dbo_populationTotal var_Mexico_City brack_close
Wer war der erste König von England?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Royalty ; rdf_type yago_WikicatEnglishMonarchs ; dbo_activeYearsStartYear var_date brack_close ORDER BY ASC(var_date) OFFSET 0 LIMIT 1
Wer ist der Herausgeber von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_editor var_uri brack_close
Welche Preise hat <A> gewonnen?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_award var_uri brack_close
Wer ist der jüngste Dartspieler?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_DartsPlayer ; dbo_birthDate var_date brack_close ORDER BY DESC(var_date) OFFSET 0 LIMIT 1
Ist <A> ein Sport,ASK WHERE brack_open <A> rdf_type dbo_Sport brack_close
Welchen Fluss überspannt die <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_crosses var_uri brack_close
Wieviele Menschen leben in <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_populationTotal var_uri brack_close
Wann war das letzte Folge von das Fernseher Serie <A> ausgestrahlt? ,SELECT var_date WHERE brack_open <A> dbo_completionDate var_date brack_close
Heißt die Frau von Präsident <A> Michelle?,"ASK WHERE brack_open <A> dbo_spouse var_spouse sep_dot var_spouse rdfs:label var_name FILTER regex(var_name, ""Michelle"") brack_close"
Wer ist 8. Präsident von UNS? ,SELECT var_name WHERE brack_open dbr_8th_President_of_the_United_States dbo_wikiPageRedirects var_link sep_dot var_link dbp_name var_name brack_close
Wie viel ist das gesamt Population von <A>? ,SELECT var_europop WHERE brack_open <A> dbo_populationTotal var_europop brack_close
Gib mir alle von der <A> betriebenen Startrampen.,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_LaunchPad ; dbo_operator <A> brack_close
Wer hat das Videospiel <A> of Warcraft entwickelt?,SELECT DISTINCT var_uri WHERE brack_open <A>>_of_Warcraft dbo_developer var_uri brack_close
Was ist das Geburt Name von <A>? ,SELECT var_bn WHERE brack_open <A> dbo_birthName var_bn brack_close
Was ist das Population von <A>? ,SELECT var_pop WHERE brack_open <A> dbo_populationTotal var_pop brack_close
Lebt <A> noch?,ASK WHERE brack_open <A> dbo_deathDate var_date FILTER ( ! bound(var_date) ) brack_close
Was ist das letzte Arbeit von <A>? ,SELECT var_book WHERE brack_open var_book dbo_author <A> sep_dot var_book dbp_releaseDate var_date brack_close ORDER BY DESC(xsd:date(var_date)) LIMIT 1
Woher ist Sungkyunkwan Universität? ,SELECT DISTINCT var_country WHERE brack_open dbr_Sungkyunkwan_University dbo_city var_city ; dbo_country var_country brack_close
Wer ist das Autor von das <A>? ,SELECT var_Author WHERE brack_open <A> dbo_author var_Author brack_close
Wann war das Tod von <A>? ,SELECT var_x WHERE brack_open <A> dbo_deathDate var_x brack_close LIMIT 1
Wer hat <A> entwickelt?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_product <A> brack_close
Woher ist das Ursprung von <A>? ,SELECT var_uri WHERE brack_open <A> dbo_origin var_uri brack_close
In welchem Jahr wurde <A> geboren?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_birthYear var_uri brack_close
Wie oft hat <A> geheiratet?,SELECT (COUNT(DISTINCT var_uri) AS var_c) WHERE brack_open <A> dbo_spouse var_uri brack_close
Hieß die Frau von Präsident <A> Mary?,"ASK WHERE brack_open <A> dbo_spouse var_spouse sep_dot var_spouse rdfs:label var_name FILTER regex(var_name, ""Mary"") brack_close"
Durch welche Städte fließt die <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_subdivisionName var_uri brack_close
In welcher Programmiersprache wurde <A> geschrieben?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_programmingLanguage var_uri brack_close
Welche Universiät hat <A> besucht?,SELECT DISTINCT var_university WHERE brack_open <A> dbo_almaMater var_university brack_close
Liste alle Musicals mit Musik von <A> auf.,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Musical ; dbo_musicBy <A> brack_close
Wann wurde <A> geboren?,SELECT DISTINCT var_date WHERE brack_open <A> dbo_birthDate var_date brack_close
Welche Firmen stellen <A> her?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Company ; dbo_product <A> brack_close
Wer war die Frau von US-Präsident <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_spouse var_uri brack_close
Wieviele Menschen leben in der Hauptstadt <A>?,SELECT DISTINCT var_num WHERE brack_open <A> dbo_capital var_x sep_dot var_x dbo_populationTotal var_num brack_close
In welchem alten Reich konnte man mit <A> bezahlen?,SELECT DISTINCT var_uri WHERE brack_open var_uri dbo_currency <A> brack_close
Wie viele Theorien hat <A> formuliert?,SELECT (COUNT(var_uri) AS var_count) WHERE brack_open <A> dbo_knownFor var_uri brack_close
Wer hat den Soundtrack für <A> geschrieben?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_musicComposer var_uri brack_close
Gib mir die Laufzeit von <A> Story.,SELECT DISTINCT var_runtime WHERE brack_open <A>>_Story dbo_runtime var_runtime brack_close
Mit Wie viele Länder Iran rannte hat Grenzen? ,SELECT var_border WHERE brack_open dbr_Geography_of_Iran dbp_borders var_border brack_close LIMIT 8
Welche Elektronikunternehmen wurden in <A> gegründet?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Company ; dbo_industry dbr_Electronics; dbo_location <A> brack_close
Wer war der Nachfolger von John F. <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_successor var_uri brack_close
Wer ist Bürgermeister von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_mayor var_uri brack_close
Hat <A> eine Universität besucht?,ASK WHERE brack_open <A> dbo_almaMater var_x sep_dot var_x rdf_type dbo_University brack_close
Ist <A> verheiratet?,ASK WHERE brack_open <A> dbo_spouse var_uri brack_close
Welches <A> Unternehmen hat die meisten Angestellten?,SELECT DISTINCT var_uri WHERE brack_open var_uri rdf_type dbo_Company ; dbo_location <A> ; dbo_numberOfEmployees var_n brack_close ORDER BY DESC(var_n) OFFSET 0 LIMIT 1
Wer war der Vizepräsident unter John F. <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbp_vicePresident var_uri brack_close
Aus welchem Land kommt der Erfinder von <A>?,SELECT DISTINCT var_uri WHERE brack_open <A> dbo_creator var_x sep_dot var_x dbp_nationality var_uri brack_close
